question_id	exam_number	question_order	group_id	group_position	group_size	is_case_study	context	question_text	image_files	answer_count	correct_answer_letter	data_quality
019f44a8-9b4f-7802-a2ca-bd51c69cb8d9	8	79	019f44a8-9b4f-7802-a2ca-bd51c69cb8d9	1	1	false		What techniques support effective organization?		4	c	ok
019f44a8-b275-7cf0-b6d4-a483ae3885db	8	80	019f44a8-b275-7cf0-b6d4-a483ae3885db	1	3	true	Energia Verde Manufacturing, or EVM for short, is a fast growing supplier of “green” energy solutions. Based in Spain, they produce wind turbines, solar technology, water-saving devices, and more, and distribute them around the world. Their growing sales force and varying sales commission plans prompted the need for a centralized and automated commission system to replace the spreadsheet-intensive procedures they had.\nThe sponsor is the head of Accounting who approved a project to:\no Research and produce a list of the three packages that best fit the company’s need\no Facilitate a decision for the best package to obtain\no Procure the package\no Install the package. fundamental\nThe initiative took months to research and find the three potential vendor software packages, which was a contentious process. The Sales Department wanted a web-based solution, which the VP of Sales said would be easiest for the sales people to use. Accounting wanted a product that had tighter security and was easier to customize. And, since the system was being paid for with Accounting’s budget, the sponsor prevailed and the package with tighter security was chosen. \nOnce the software contract was signed, the sponsor became busy and largely left the installation to the technical team. In addition, there was a great deal of pressure to complete the project on time, which meant a tight deadline. \nAn added constraint was there was room in the budget for only one business analyst to work on the project, because the software package was not being customized and the main requirements were a) the data being converted from the existing to the new system and b) the new customizable system interfaces. See Figure 1 for the diagram the BA developed to capture the scope of the new system. \n[HÌNH ẢNH: img_71ac5d7de7282f18.jpg] \nThe BA focused his time on converting the existing spreadsheet data to the new system, and on customizing the many new user interfaces available. He reviewed all the existing documentation he could find, then conducted extensive interviews with key staff to learn their needs for the interfaces. During one such interview the BA learned that the VP of Sales wanted the most common sales interface be duplicated as a web page, and the BA agreed because it was easy and he felt the request was reasonable. During the interview, the BA showed the head of sales an enhancement for the page to make data entry easier. The VP of Sales loved it and the feature was added as a requirement. \nDuring the package installation, Sales announced the addition of a major new product line for EVM that had a completely different commission structure from any others in existence. The sponsor held a meeting and informed the team that the new commission plan had to be incorporated into the project and that the deadline could not slip. \nDuring installation the BA discovered the project did not include needed changes to other systems like General Ledger (G/L). The developer on the team said she could code something quickly, she was ahead of schedule, and the change would save Accounting many hours every payroll Unfortunately, the change took more time to code and test than the developer had thought, and consequently she didn’t finish testing all the exceptions for the new commission system. The package was implemented on schedule, but with several problems due to some exceptions not working correctly. There were other problems with bad data and incorrect reports and the sponsor was not pleased.	What would you say is the most significant issue with how this initiative was launched and what could the BA assigned to the effort have done to mitigate it?	img_71ac5d7de7282f18.jpg	4	c	ok
019f44a8-c993-7783-8fb2-c8855aa33a85	8	81	019f44a8-b275-7cf0-b6d4-a483ae3885db	2	3	true	Energia Verde Manufacturing, or EVM for short, is a fast growing supplier of “green” energy solutions. Based in Spain, they produce wind turbines, solar technology, water-saving devices, and more, and distribute them around the world. Their growing sales force and varying sales commission plans prompted the need for a centralized and automated commission system to replace the spreadsheet-intensive procedures they had.\nThe sponsor is the head of Accounting who approved a project to:\no Research and produce a list of the three packages that best fit the company’s need\no Facilitate a decision for the best package to obtain\no Procure the package\no Install the package. fundamental\nThe initiative took months to research and find the three potential vendor software packages, which was a contentious process. The Sales Department wanted a web-based solution, which the VP of Sales said would be easiest for the sales people to use. Accounting wanted a product that had tighter security and was easier to customize. And, since the system was being paid for with Accounting’s budget, the sponsor prevailed and the package with tighter security was chosen. \nOnce the software contract was signed, the sponsor became busy and largely left the installation to the technical team. In addition, there was a great deal of pressure to complete the project on time, which meant a tight deadline. \nAn added constraint was there was room in the budget for only one business analyst to work on the project, because the software package was not being customized and the main requirements were a) the data being converted from the existing to the new system and b) the new customizable system interfaces. See Figure 1 for the diagram the BA developed to capture the scope of the new system. \n[HÌNH ẢNH: img_71ac5d7de7282f18.jpg] \nThe BA focused his time on converting the existing spreadsheet data to the new system, and on customizing the many new user interfaces available. He reviewed all the existing documentation he could find, then conducted extensive interviews with key staff to learn their needs for the interfaces. During one such interview the BA learned that the VP of Sales wanted the most common sales interface be duplicated as a web page, and the BA agreed because it was easy and he felt the request was reasonable. During the interview, the BA showed the head of sales an enhancement for the page to make data entry easier. The VP of Sales loved it and the feature was added as a requirement. \nDuring the package installation, Sales announced the addition of a major new product line for EVM that had a completely different commission structure from any others in existence. The sponsor held a meeting and informed the team that the new commission plan had to be incorporated into the project and that the deadline could not slip. \nDuring installation the BA discovered the project did not include needed changes to other systems like General Ledger (G/L). The developer on the team said she could code something quickly, she was ahead of schedule, and the change would save Accounting many hours every payroll Unfortunately, the change took more time to code and test than the developer had thought, and consequently she didn’t finish testing all the exceptions for the new commission system. The package was implemented on schedule, but with several problems due to some exceptions not working correctly. There were other problems with bad data and incorrect reports and the sponsor was not pleased.	Given the directive to add a new product line to the initiative, what should the BA do?	img_71ac5d7de7282f18.jpg	4	d	ok
019f44a8-e095-73a1-8676-488568c22eca	8	82	019f44a8-b275-7cf0-b6d4-a483ae3885db	3	3	true	Energia Verde Manufacturing, or EVM for short, is a fast growing supplier of “green” energy solutions. Based in Spain, they produce wind turbines, solar technology, water-saving devices, and more, and distribute them around the world. Their growing sales force and varying sales commission plans prompted the need for a centralized and automated commission system to replace the spreadsheet-intensive procedures they had.\nThe sponsor is the head of Accounting who approved a project to:\no Research and produce a list of the three packages that best fit the company’s need\no Facilitate a decision for the best package to obtain\no Procure the package\no Install the package. fundamental\nThe initiative took months to research and find the three potential vendor software packages, which was a contentious process. The Sales Department wanted a web-based solution, which the VP of Sales said would be easiest for the sales people to use. Accounting wanted a product that had tighter security and was easier to customize. And, since the system was being paid for with Accounting’s budget, the sponsor prevailed and the package with tighter security was chosen. \nOnce the software contract was signed, the sponsor became busy and largely left the installation to the technical team. In addition, there was a great deal of pressure to complete the project on time, which meant a tight deadline. \nAn added constraint was there was room in the budget for only one business analyst to work on the project, because the software package was not being customized and the main requirements were a) the data being converted from the existing to the new system and b) the new customizable system interfaces. See Figure 1 for the diagram the BA developed to capture the scope of the new system. \n[HÌNH ẢNH: img_71ac5d7de7282f18.jpg] \nThe BA focused his time on converting the existing spreadsheet data to the new system, and on customizing the many new user interfaces available. He reviewed all the existing documentation he could find, then conducted extensive interviews with key staff to learn their needs for the interfaces. During one such interview the BA learned that the VP of Sales wanted the most common sales interface be duplicated as a web page, and the BA agreed because it was easy and he felt the request was reasonable. During the interview, the BA showed the head of sales an enhancement for the page to make data entry easier. The VP of Sales loved it and the feature was added as a requirement. \nDuring the package installation, Sales announced the addition of a major new product line for EVM that had a completely different commission structure from any others in existence. The sponsor held a meeting and informed the team that the new commission plan had to be incorporated into the project and that the deadline could not slip. \nDuring installation the BA discovered the project did not include needed changes to other systems like General Ledger (G/L). The developer on the team said she could code something quickly, she was ahead of schedule, and the change would save Accounting many hours every payroll Unfortunately, the change took more time to code and test than the developer had thought, and consequently she didn’t finish testing all the exceptions for the new commission system. The package was implemented on schedule, but with several problems due to some exceptions not working correctly. There were other problems with bad data and incorrect reports and the sponsor was not pleased.	Which of the following activities is most likely to have been overlooked?	img_71ac5d7de7282f18.jpg	4	c	ok
019f44a8-f761-74d3-a66d-3e5aaadd5dfd	8	83	019f44a8-f761-74d3-a66d-3e5aaadd5dfd	1	1	false		Giewel wants to model features of an enterprise or a solution. Which requirement model category would he use?		4	c	ok
019f44a9-0e71-7572-8a64-2b8b36039cb6	8	84	019f44a9-0e71-7572-8a64-2b8b36039cb6	1	1	false		Which of the following is true about knowledge areas?		4	d	ok
019f44a9-24e9-7ba2-b7ed-42e118fc0887	8	85	019f44a9-24e9-7ba2-b7ed-42e118fc0887	1	1	false		After a long and challenging project\\, Roger has to determine if an enterprise is able to adapt to or effectively use the solution. What does Roger need to do in order to accomplish his goal?		4	a	ok
019f44a9-3b9a-75f2-a888-c44c4430879c	8	86	019f44a9-3b9a-75f2-a888-c44c4430879c	1	1	false		Your company has just purchased a COTS package. You were selected as the business analyst for the project because of your existing expertise and the need to implement within an aggressive timeline. This is an example of what underlying competency?		4	c	ok
019f44a9-523c-7983-aa98-4db905ff2b77	8	87	019f44a9-523c-7983-aa98-4db905ff2b77	1	1	false		The lead business analyst and the project team have come up with three design options that would potentially achieve the desired future state. She needs an expert to provide input about the constraints and cost implications of each option. Who would be the BEST person to provide guidance?		4	d	ok
019f44a9-68e6-7b21-98ae-cec8bb302879	8	88	019f44a9-68e6-7b21-98ae-cec8bb302879	1	1	false		Paige works in the IT department for a financial institution. She may be needed to provide approval for aspects of the business analysis approach\\, especially in organizations where the business analysis process is audited. She may also require that specific stakeholder representatives or groups be involved in the business analysis activities. What type of stakeholder is Paige?		4	c	ok
019f44a9-7ffd-7983-8294-05908ce5367b	8	89	019f44a9-7ffd-7983-8294-05908ce5367b	1	2	true	Mahmoud was decomposing the requirements that he had gathered for a client who represented a magazine subscription product. He was having difficulty classifying the following requirement: "The system must be able to support growth of 10,000 subscribers over the next year."	How would you classify this requirement?		4	b	ok
019f44a9-97b1-7460-96de-669179d4f00d	8	90	019f44a9-7ffd-7983-8294-05908ce5367b	2	2	true	Mahmoud was decomposing the requirements that he had gathered for a client who represented a magazine subscription product. He was having difficulty classifying the following requirement: "The system must be able to support growth of 10,000 subscribers over the next year."	The system today has 20,000 subscribers, which is at 25% percent of the server's capacity. Assuming a 50% growth rate each year, in which year will the system outgrow its capacity?		4	c	ok
019f44a9-ae86-7c41-9bb7-22bd5f9412f5	8	91	019f44a9-ae86-7c41-9bb7-22bd5f9412f5	1	1	false		What is another name for lessons learned?		4	c	ok
019f44a9-c885-7270-bb36-c115354bf0cd	8	92	019f44a9-c885-7270-bb36-c115354bf0cd	1	1	false		The following statements are true about obtaining agreement and approval of requirements and designs for business analysis work to continue and/or solution construction to proceed. Which one is NOT true?		4	b	ok
019f44a9-e12d-7631-b399-d68c3c268db4	8	93	019f44a9-e12d-7631-b399-d68c3c268db4	1	1	false		A bank currently has a policy that a customer is limited to three ATM withdrawals a day with a cash limit of $600 total. This policy was identified as one of the root causes for customer dissatisfaction. How did the BA most likely identify this root cause?		4	a	ok
019f44a9-f83b-7fc2-9a0e-2d3b925c5399	8	94	019f44a9-f83b-7fc2-9a0e-2d3b925c5399	1	1	false		Which of the following would you consider when searching for external stakeholders?		4	b	ok
019f44aa-1093-7df0-b827-59b96e76a692	8	95	019f44aa-1093-7df0-b827-59b96e76a692	1	1	false		Once the requirements are verified\\, what task might a business analyst perform\\, provided that other inputs required by the task are also available?		4	c	ok
019f44aa-2764-7890-abd9-49f9b566aecd	8	96	019f44aa-2764-7890-abd9-49f9b566aecd	1	1	false		What is performed to assess or evaluate the effect of a change?		4	c	ok
019f44aa-3fba-7870-a310-f75b4b429266	8	97	019f44aa-3fba-7870-a310-f75b4b429266	1	2	true	You are assigned to a project to help re-engineer a bank's statement processing. Another team member showed you this diagram of what he had modeled. He said the scope of the project is concentrated around the items shown. However, you are not familiar with this type of diagram.\n[HÌNH ẢNH: img_3948680798d5d678.png]	A different team member questions the Post Transaction and Report Transaction attributes in the Transaction box. What is the correct response?	img_3948680798d5d678.png	4	c	ok
019f44aa-57b3-7100-942a-02aa6b3597d4	8	98	019f44aa-3fba-7870-a310-f75b4b429266	2	2	true	You are assigned to a project to help re-engineer a bank's statement processing. Another team member showed you this diagram of what he had modeled. He said the scope of the project is concentrated around the items shown. However, you are not familiar with this type of diagram.\n[HÌNH ẢNH: img_3948680798d5d678.png]	The business expert wants to make sure that statements can be produced at least monthly or quarterly. What do you tell her?	img_3948680798d5d678.png	4	a	ok
019f44aa-6e8c-7dd1-a0a1-79cac93e8ed3	8	99	019f44aa-6e8c-7dd1-a0a1-79cac93e8ed3	1	1	false		Specifying and Modeling Requirements is a task in which of the following knowledge areas?		4	b	ok
019f44aa-8585-7bf0-9c06-329b4f123a8d	8	100	019f44aa-8585-7bf0-9c06-329b4f123a8d	1	1	false		The results of stakeholder analysis should be consulted and updated on a regular basis as stakeholders may change or new stakeholders may be identified throughout the project. However\\, one task should be complete before embarking on this task. Which task should be completed first?		4	a	ok
019f44aa-9c1d-7ab0-8fa7-ae6c6cb60a23	8	101	019f44aa-9c1d-7ab0-8fa7-ae6c6cb60a23	1	1	false		The corporate office of a financial services company recently locked into a new one-year health care plan\\, that while saving the organization a substantial amount of money for the year\\, significantly changed the terms of the employees' health care plans. That change was found to be the reason for a recent decrease in employee satisfaction. Upon discovery that the change in the health care plan caused lower employee satisfaction and considering all other factors\\, the BA recommended that the organization "do nothing." Was this the right recommendation?		4	b	ok
019f44aa-b2c3-7810-a4b1-baf2802b3255	8	102	019f44aa-b2c3-7810-a4b1-baf2802b3255	1	1	false		Which statement about techniques is the most correct?		4	d	ok
019f44aa-c998-7153-956b-74c10512c67d	8	103	019f44aa-c998-7153-956b-74c10512c67d	1	1	false		Which type of models can be used to define and document the business analysis approach?		4	b	ok
019f44aa-e06e-7e12-afc7-8f2e4328f8b8	8	104	019f44aa-e06e-7e12-afc7-8f2e4328f8b8	1	1	false		Which type of stakeholder verifies that the prioritized requirements will deliver value from an organizational perspective?		4	d	ok
019f44aa-f8fc-7312-bc36-5d5329691b18	8	105	019f44aa-f8fc-7312-bc36-5d5329691b18	1	4	true	Swift Mortgage is a major provider of mortgage loans and refinancing. They have been in business for over 40 years and enjoy a reputation as a reliable, inexpensive, and customer-friendly company. They have long-standing processes that deliver high-quality results with an historical industry-leading error rate of only .05% of all loans produced.\nOf late, production delays, complaints, and abandoned loans have all increased. Abandoned loans are applications that have been initiated but never completed. They are especially costly to Swift since the lost revenue for non-complete loans is substantial. Any delays in loan processing also reduce profitability for Swift because the company allows customers to lock in mortgage rates at the time of their loan application. If they are late in producing a loan and the mortgage rates have gone up, they absorb any rate increases. If rates decrease during this time, they do not benefit since their policy is to pass those savings on to their customers. \nMarge Torturo is the Senior Vice President of Mortgage Production and the executive facing the most pressure to fix the situation. She believes a mortgage processing software suite would be the best solution to improve processing. Most of Swift’s software applications have been internally developed and are not easily updated or interfaced together. \nOthers in the organization are not so convinced that a mortgage suite is the best approach. They feel that modifying existing applications can solve their delay problems and would be far less costly and easier to implement. Frederick Jonasson is the CIO of Swift Mortgage and has a high-level plan for how to modify current systems to provide the needed improvements using short increments and an exploratory approach. \nAs the VP consults with a team likely to work on the problem, she is persuaded to take the time to prepare a formal business case. Jason Davis is the lead business analyst assigned to the team. He quickly assembled the following summary based on available data.\nCase Study Summary provided by Jason: \nSwift mortgage applications require on average 45 days to process. The industry average is 30 days. This delay increases the number of abandon loans by 5%, creating a potential loss of 10,000 of revenue per loan for closing costs or 1.2 million per year. Additional costs are incurred if the customer locked in an interest rate at the time of their application. Now that interest rates are going up, there is an estimated additional loss of $25,000 interest per 30-year loan, or an estimated $2 million per year. \nMarge the VP was happy with the summary referenced above and provided an objective to the team to reduce processing time for applications to 30 days within a year. To help them in their work, the team conducted some root cause analysis to help them focus on fixing the right causes. One of the tools they used was a fishbone diagram and the high-level results are shown below. They discovered through interviews that mortgage verifications were thought to be problematic and focused on that issue.\n         [HÌNH ẢNH: img_b955fbbfc5c7dfde.png]	What is the best description of Jason’s summary in the case study?	img_b955fbbfc5c7dfde.png	4	b	ok
019f44ab-1191-7891-ae5b-f1fda9ea543d	8	106	019f44aa-f8fc-7312-bc36-5d5329691b18	2	4	true	Swift Mortgage is a major provider of mortgage loans and refinancing. They have been in business for over 40 years and enjoy a reputation as a reliable, inexpensive, and customer-friendly company. They have long-standing processes that deliver high-quality results with an historical industry-leading error rate of only .05% of all loans produced.\nOf late, production delays, complaints, and abandoned loans have all increased. Abandoned loans are applications that have been initiated but never completed. They are especially costly to Swift since the lost revenue for non-complete loans is substantial. Any delays in loan processing also reduce profitability for Swift because the company allows customers to lock in mortgage rates at the time of their loan application. If they are late in producing a loan and the mortgage rates have gone up, they absorb any rate increases. If rates decrease during this time, they do not benefit since their policy is to pass those savings on to their customers. \nMarge Torturo is the Senior Vice President of Mortgage Production and the executive facing the most pressure to fix the situation. She believes a mortgage processing software suite would be the best solution to improve processing. Most of Swift’s software applications have been internally developed and are not easily updated or interfaced together. \nOthers in the organization are not so convinced that a mortgage suite is the best approach. They feel that modifying existing applications can solve their delay problems and would be far less costly and easier to implement. Frederick Jonasson is the CIO of Swift Mortgage and has a high-level plan for how to modify current systems to provide the needed improvements using short increments and an exploratory approach. \nAs the VP consults with a team likely to work on the problem, she is persuaded to take the time to prepare a formal business case. Jason Davis is the lead business analyst assigned to the team. He quickly assembled the following summary based on available data.\nCase Study Summary provided by Jason: \nSwift mortgage applications require on average 45 days to process. The industry average is 30 days. This delay increases the number of abandon loans by 5%, creating a potential loss of 10,000 of revenue per loan for closing costs or 1.2 million per year. Additional costs are incurred if the customer locked in an interest rate at the time of their application. Now that interest rates are going up, there is an estimated additional loss of $25,000 interest per 30-year loan, or an estimated $2 million per year. \nMarge the VP was happy with the summary referenced above and provided an objective to the team to reduce processing time for applications to 30 days within a year. To help them in their work, the team conducted some root cause analysis to help them focus on fixing the right causes. One of the tools they used was a fishbone diagram and the high-level results are shown below. They discovered through interviews that mortgage verifications were thought to be problematic and focused on that issue.\n         [HÌNH ẢNH: img_b955fbbfc5c7dfde.png]	Given the differences between the two major stakeholders in the case study, Jason fears that decision-making may be a challenge. What can he do to establish how decisions are made concerning requirements approvals and priorities?	img_b955fbbfc5c7dfde.png	4	d	ok
019f44ab-2a08-7583-933c-799f2bb8c220	8	107	019f44aa-f8fc-7312-bc36-5d5329691b18	3	4	true	Swift Mortgage is a major provider of mortgage loans and refinancing. They have been in business for over 40 years and enjoy a reputation as a reliable, inexpensive, and customer-friendly company. They have long-standing processes that deliver high-quality results with an historical industry-leading error rate of only .05% of all loans produced.\nOf late, production delays, complaints, and abandoned loans have all increased. Abandoned loans are applications that have been initiated but never completed. They are especially costly to Swift since the lost revenue for non-complete loans is substantial. Any delays in loan processing also reduce profitability for Swift because the company allows customers to lock in mortgage rates at the time of their loan application. If they are late in producing a loan and the mortgage rates have gone up, they absorb any rate increases. If rates decrease during this time, they do not benefit since their policy is to pass those savings on to their customers. \nMarge Torturo is the Senior Vice President of Mortgage Production and the executive facing the most pressure to fix the situation. She believes a mortgage processing software suite would be the best solution to improve processing. Most of Swift’s software applications have been internally developed and are not easily updated or interfaced together. \nOthers in the organization are not so convinced that a mortgage suite is the best approach. They feel that modifying existing applications can solve their delay problems and would be far less costly and easier to implement. Frederick Jonasson is the CIO of Swift Mortgage and has a high-level plan for how to modify current systems to provide the needed improvements using short increments and an exploratory approach. \nAs the VP consults with a team likely to work on the problem, she is persuaded to take the time to prepare a formal business case. Jason Davis is the lead business analyst assigned to the team. He quickly assembled the following summary based on available data.\nCase Study Summary provided by Jason: \nSwift mortgage applications require on average 45 days to process. The industry average is 30 days. This delay increases the number of abandon loans by 5%, creating a potential loss of 10,000 of revenue per loan for closing costs or 1.2 million per year. Additional costs are incurred if the customer locked in an interest rate at the time of their application. Now that interest rates are going up, there is an estimated additional loss of $25,000 interest per 30-year loan, or an estimated $2 million per year. \nMarge the VP was happy with the summary referenced above and provided an objective to the team to reduce processing time for applications to 30 days within a year. To help them in their work, the team conducted some root cause analysis to help them focus on fixing the right causes. One of the tools they used was a fishbone diagram and the high-level results are shown below. They discovered through interviews that mortgage verifications were thought to be problematic and focused on that issue.\n         [HÌNH ẢNH: img_b955fbbfc5c7dfde.png]	The fishbone diagram in the case study reveals a number of potential root causes. Which of the following questions might be most relevant to help the team get closer to the root cause?	img_b955fbbfc5c7dfde.png	4	c	ok
019f44ab-4268-7ac0-98bf-aacdecd772eb	8	108	019f44aa-f8fc-7312-bc36-5d5329691b18	4	4	true	Swift Mortgage is a major provider of mortgage loans and refinancing. They have been in business for over 40 years and enjoy a reputation as a reliable, inexpensive, and customer-friendly company. They have long-standing processes that deliver high-quality results with an historical industry-leading error rate of only .05% of all loans produced.\nOf late, production delays, complaints, and abandoned loans have all increased. Abandoned loans are applications that have been initiated but never completed. They are especially costly to Swift since the lost revenue for non-complete loans is substantial. Any delays in loan processing also reduce profitability for Swift because the company allows customers to lock in mortgage rates at the time of their loan application. If they are late in producing a loan and the mortgage rates have gone up, they absorb any rate increases. If rates decrease during this time, they do not benefit since their policy is to pass those savings on to their customers. \nMarge Torturo is the Senior Vice President of Mortgage Production and the executive facing the most pressure to fix the situation. She believes a mortgage processing software suite would be the best solution to improve processing. Most of Swift’s software applications have been internally developed and are not easily updated or interfaced together. \nOthers in the organization are not so convinced that a mortgage suite is the best approach. They feel that modifying existing applications can solve their delay problems and would be far less costly and easier to implement. Frederick Jonasson is the CIO of Swift Mortgage and has a high-level plan for how to modify current systems to provide the needed improvements using short increments and an exploratory approach. \nAs the VP consults with a team likely to work on the problem, she is persuaded to take the time to prepare a formal business case. Jason Davis is the lead business analyst assigned to the team. He quickly assembled the following summary based on available data.\nCase Study Summary provided by Jason: \nSwift mortgage applications require on average 45 days to process. The industry average is 30 days. This delay increases the number of abandon loans by 5%, creating a potential loss of 10,000 of revenue per loan for closing costs or 1.2 million per year. Additional costs are incurred if the customer locked in an interest rate at the time of their application. Now that interest rates are going up, there is an estimated additional loss of $25,000 interest per 30-year loan, or an estimated $2 million per year. \nMarge the VP was happy with the summary referenced above and provided an objective to the team to reduce processing time for applications to 30 days within a year. To help them in their work, the team conducted some root cause analysis to help them focus on fixing the right causes. One of the tools they used was a fishbone diagram and the high-level results are shown below. They discovered through interviews that mortgage verifications were thought to be problematic and focused on that issue.\n         [HÌNH ẢNH: img_b955fbbfc5c7dfde.png]	As the project progresses, Jason is diligent about recording requirements relationships. As he is adding some functional requirements to his repository, he wants to note their relationship to the business objective of reducing processing time to 30 days. What type of relationship would Jason need to record?	img_b955fbbfc5c7dfde.png	4	a	ok
019f44ab-5936-7c73-9351-44146a3a6288	8	109	019f44ab-5936-7c73-9351-44146a3a6288	1	1	false		You are a Business Analyst working on a project to upgrade the current billing system. After eliciting all the requirements from relevant stakeholders\\, you set up a meeting with solution team to explain the new functionality requested and to review the changes needed to the existing functionality. In this meeting with developers\\, you discover that some requirements will not work with the current system functionality and you find inconsistencies and gaps in the requirements. As a Business Analyst\\, what could you have done to avoid these issues earlier in the process?		4	b	ok
019f44ab-7013-7f63-8d04-b9711dfbe63c	8	110	019f44ab-7013-7f63-8d04-b9711dfbe63c	1	1	false		Shirin has been engaged as a Business Analyst in an IT transformation project. While discussing the stakeholder analysis and engagement approach with the Project Manager\\, they have informed Shirin that since the vendor for this project is using a fixed-price model\\, the vendor team will be reluctant to do extra work if there is any scope creep during the execution of this project. As a Business Analyst what should Shirin do as a immediate next step?		4	d	ok
019f44ab-8723-70b1-bf59-124cdae5c561	8	111	019f44ab-8723-70b1-bf59-124cdae5c561	1	1	false		Item tracking is an organized approach used by business analysts to address stakeholder concerns. Which subset BEST represents item types that stakeholders may identify in item tracking?		4	d	ok
019f44ab-9db0-71a3-a22a-d8021da79a63	8	112	019f44ab-9db0-71a3-a22a-d8021da79a63	1	1	false		A viewpoint is a set of conventions that define how requirements will be represented\\, how these representations will be organized\\, and how they will be related. Which of the following is NOT an example of a viewpoint?		4	b	ok
019f44ab-b4c9-7bb2-a7e3-5754e8d8ee01	8	113	019f44ab-b4c9-7bb2-a7e3-5754e8d8ee01	1	1	false		Carmen has been hired as the senior business analyst on an ongoing effort. Initial elicitation activities have been done\\, and she is now determining the best way to transform and represent the elicitation results into requirements in order to define the change. What would Carmen consider when modeling the requirements?		4	c	ok
019f44ab-cb96-78e0-a2c8-43981641b2d3	8	114	019f44ab-cb96-78e0-a2c8-43981641b2d3	1	1	false		Clark is identifying a list of potential benefits of a set of requirements in a collaborative manner. What technique is he using?		4	c	ok
019f44ab-e25b-7662-985c-b82e4211f104	8	115	019f44ab-e25b-7662-985c-b82e4211f104	1	4	true	Hourglass Consulting Hourglass Consulting places project management and business analysis consultants throughout Europe. It is headquartered in London and has built its reputation on providing project managers who know how to complete their projects on time and within budget. Recently they have hired business analysts (BAs) to their group of consultants. Sofsys. Hourglass was recently purchased by Sofsys, which is a global consulting firm based in Amsterdam, Netherlands. This new parent company expects every consultant to be "full-stack," that is, they are expected to be able to walk into any situation and work on any type of project (from Waterfall to Agile), to manage the project, to elicit and document requirements, to develop the requirements and user stories, to prioritize requirements, to be involved with the designs, to do quick SQL programs, to develop test cases, acceptance criteria, and to test the requirements all while bringing the project in on time. Bon Voyage. Your customer, Bon Voyage, specializes in supplying all manor of clothes and gear for travel, including such things clothes, handbags and suitcases, accessories, backpacks, etc. They are based in Paris, France and have been in business for over 50 years, employing 350 people. Bon Voyage hired Hourglass Consulting to create a new sales promotion system that interfaces with the Order system, the Distribution Center system, and the Retail Store system so that different items can be sold at different retail stores. The project is expected to have a consulting team a project manager, you, the BA, five application developers who look at such things the database conversion requirements, building "bridges" between the old and new software that will be removed once the new software is up and running, creating any user instructions not provided by the vendor, and running a parallel test between the old and new system to ensure the new system is operational before removing the old one. You and the key business stakeholder, Daniel Chardonne, will provide the training on the new system. There are no other business analysts or business stakeholders assigned. Key Roles The sponsor for the project, Albert Tournier, is the VP of Operations at Bon Voyage, who hired your consulting firm to manage this project. The key business stakeholder is Daniel Chardonne, is an experienced Buyer with the travel company. From the Sponsor, Albert Tournier We need to buy a software package. I've been talking to Logiciel de Voyage. They see no reason why we cannot get the new software up and running in 6 months. They said that they've done this hundreds of times before. If they have any questions, they can talk to Daniel. Let's just get going! From your new boss at Sofsys: We need to get the project done in 6 months. We have a lot to lose here. We've worked with Albert Tournier before and he says that if we don't deliver, he assures me that he will find someone who will. Revenues have not been great this year and we need this business. From the business stakeholder representative, Daniel Chardonne. Seems like a good project to me. I'm sure the software will work fine. Honestly, I don't have time right now for this project. I'm very busy. This is the season where we buy our new merchandise. I'll be more available in about three months. Until then we'll have to rely on the software company.	How are these requirements classified in the Requirements Classification Schema: converting the database, building "bridges" between the old and new software, creating user instructions, and running parallel tests? "		4	d	ok
